MatchID,MapID,Map Name,PlayerID,Player Name,TeamID,Team Name,AgentID,Agent,Rating,Average Combat Score,Kills,Deaths,Assists,First Kills,First Deaths
1,1,Abyss,1,heat,1,KRÜ Esports,17,kayo,1.71,301,26,12,15,3,1
1,1,Abyss,2,Shyy,1,KRÜ Esports,7,cypher,1.07,223,20,16,4,3,1
1,1,Abyss,3,Melser,1,KRÜ Esports,1,omen,0.99,194,17,16,8,1,4
1,1,Abyss,4,mta,1,KRÜ Esports,10,sova,0.93,143,14,14,1,1,0
1,1,Abyss,5,keznit,1,KRÜ Esports,14,jett,0.89,193,16,17,4,4,6
1,1,Abyss,6,moose,2,Cloud9,8,killjoy,1.05,211,18,17,2,2,1
1,1,Abyss,7,Xeppaa,2,Cloud9,17,kayo,0.94,211,16,18,10,1,1
1,1,Abyss,8,vanity,2,Cloud9,1,omen,0.88,220,18,20,6,4,5
1,1,Abyss,9,OXY,2,Cloud9,14,jett,0.80,198,16,21,4,5,5
1,1,Abyss,10,runi,2,Cloud9,10,sova,0.56,105,7,19,6,0,0
1,2,Lotus,1,heat,1,KRÜ Esports,16,fade,1.47,246,25,15,9,5,0
1,2,Lotus,3,Melser,1,KRÜ Esports,1,omen,1.23,206,18,14,10,1,2
1,2,Lotus,5,keznit,1,KRÜ Esports,12,raze,1.11,253,21,19,4,6,3
1,2,Lotus,2,Shyy,1,KRÜ Esports,8,killjoy,0.74,183,13,20,8,1,3
1,2,Lotus,4,mta,1,KRÜ Esports,4,viper,0.54,149,11,21,5,1,2
1,2,Lotus,7,Xeppaa,1,KRÜ Esports,19,gekko,1.18,199,18,16,8,0,1
1,2,Lotus,10,runi,1,KRÜ Esports,24,clove,1.03,256,22,20,8,3,3
1,2,Lotus,8,vanity,1,KRÜ Esports,1,omen,0.94,162,14,16,8,1,2
1,2,Lotus,6,moose,1,KRÜ Esports,8,killjoy,0.88,171,14,16,1,4,1
1,2,Lotus,9,OXY,1,KRÜ Esports,12,raze,0.86,262,21,20,4,2,7
1,3,Haven,2,Shyy,1,KRÜ Esports,7,cypher,1.50,238,16,9,13,3,1
1,3,Haven,4,mta,1,KRÜ Esports,10,sova,1.43,283,21,12,2,1,1
