MatchID,MapID,Map Name,PlayerID,Player Name,TeamID,Team Name,AgentID,Agent,Rating,Average Combat Score,Kills,Deaths,Assists,First Kills,First Deaths
17,3,Haven,91,Sayf,19,Team Vitality,14,jett,1.18,258,19,15,3,5,3
17,3,Haven,92,Kicks,19,Team Vitality,5,breach,0.93,186,14,14,7,2,1
17,3,Haven,93,trexx,19,Team Vitality,10,sova,0.89,200,14,15,10,0,5
17,3,Haven,94,runneR,19,Team Vitality,7,cypher,0.74,172,15,17,2,0,1
17,3,Haven,95,ceNder,19,Team Vitality,1,omen,0.59,131,8,16,8,1,3
17,3,Haven,96,Shao,19,Team Vitality,10,sova,1.56,268,22,12,4,2,0
17,3,Haven,97,ardiis,19,Team Vitality,21,yoru,1.39,254,19,14,9,2,0
17,3,Haven,98,Zyppan,19,Team Vitality,18,neon,1.05,250,17,16,4,5,4
17,3,Haven,99,SUYGETSU,19,Team Vitality,7,cypher,1.01,138,11,12,4,2,1
17,3,Haven,100,ANGE1,19,Team Vitality,1,omen,0.60,103,8,16,8,2,3
17,8,Sunset,91,Sayf,20,Natus Vincere,18,neon,1.61,319,21,10,4,1,3
17,8,Sunset,92,Kicks,20,Natus Vincere,17,kayo,1.56,227,14,8,17,2,1
17,8,Sunset,93,trexx,20,Natus Vincere,10,sova,1.49,258,17,8,5,2,0
17,8,Sunset,95,ceNder,20,Natus Vincere,1,omen,1.18,219,13,11,7,4,1
17,8,Sunset,94,runneR,20,Natus Vincere,7,cypher,0.84,137,11,9,0,2,2
17,8,Sunset,98,Zyppan,20,Natus Vincere,18,neon,0.86,203,12,14,4,1,1
17,8,Sunset,97,ardiis,20,Natus Vincere,17,kayo,0.71,117,6,15,9,1,1
17,8,Sunset,99,SUYGETSU,20,Natus Vincere,7,cypher,0.66,116,7,16,4,0,1
17,8,Sunset,96,Shao,20,Natus Vincere,10,sova,0.65,204,14,15,1,2,4
